matched_product,anchor_store,anchor_price,comparison_store,comparison_product,comparison_price,price_diff_pkr,confidence_score_pct
"dipitt worcestershire sauce, 300g",Naheed (Karachi),372.0,Metro (Lahore),dipitt worcestershire sauce 300gm,300.85,-71.14999999999998,98.46
"bake parlor spiral macaroni, 400g",Naheed (Karachi),225.0,Imtiaz (Karachi),bake parlor macaroni spirals 400g,169.0,-56.0,98.46
shangrila natural vinegar 500ml,Naheed (Karachi),316.0,AlFatah (Faisalabad),shangrila natural vinegar 500 ml,295.0,-21.0,98.41
mehran pistachio kheer mix 155g,Naheed (Karachi),140.0,Metro (Karachi),mehran kheer mix pistachio 155gm,76.2703,-63.729699999999994,98.41
"hamdard sharbat toot siah, 120ml",Naheed (Karachi),150.0,Imtiaz (Karachi),hamdard sharbat toot siyah 120ml,150.0,0.0,98.41
bake parlor penne macaroni 400gm,Naheed (Karachi),225.0,Imtiaz (Karachi),bake parlor macaroni penne 400g,169.0,-56.0,98.41
mehran garam masala powder 50g,Naheed (Karachi),320.0,Metro (Karachi),mehran garam masala powder 50gm,126.12,-193.88,98.36
"vaseline lip therapy, mint, 4.8g",Naheed (Karachi),550.0,AlFatah (Faisalabad),vaseline lip therapy mint 4.8 gm,445.0,-105.0,98.36
mehran red chilli powder 100g,Naheed (Karachi),230.0,Metro (Karachi),mehran red chilli powder 100gm,109.17,-120.83,98.31
"qarshi sharbat toot siah, 120ml",Naheed (Karachi),160.0,Metro (Islamabad/Rawalpindi),qarshi sharbat toot sia 120ml,105.93,-54.06999999999999,98.31
"qarshi sharbat toot siah, 120ml",Naheed (Karachi),160.0,Metro (Karachi),qarshi sharbat toot sia 120ml,105.93,-54.06999999999999,98.31
mehran red chilli powder 200g,Naheed (Karachi),440.0,Metro (Islamabad/Rawalpindi),mehran red chilli powder 200gm,202.39,-237.61,98.31
"deen's mozzarella cheese, 200g",Naheed (Karachi),650.0,Metro (Lahore),deen's mozzarella cheese 200gm,599.0,-51.0,98.31
mehran red chilli powder 200g,Naheed (Karachi),440.0,Metro (Karachi),mehran red chilli powder 200gm,202.39,-237.61,98.31
"deen's mozzarella cheese, 200g",Naheed (Karachi),650.0,Metro (Islamabad/Rawalpindi),deen's mozzarella cheese 200gm,599.0,-51.0,98.31
national strawberry jam 440gm,Naheed (Karachi),512.0,Metro (Lahore),national jam strawberry 440g,528.0,16.0,98.25
national strawberry jam 440gm,Naheed (Karachi),512.0,Metro (Islamabad/Rawalpindi),national jam strawberry 440g,528.0,16.0,98.25
rafhan vanilla custard 275g,Naheed (Karachi),210.0,Metro (Karachi),rafhan vanilla custard 275gm,163.75,-46.25,98.18
mitchell's lemon juice 300ml,Naheed (Karachi),195.0,Metro (Islamabad/Rawalpindi),mitchells lemon juice 300ml,236.44,41.44,98.18
rafhan vanilla custard 275g,Naheed (Karachi),210.0,Metro (Lahore),rafhan vanilla custard 275gm,163.75,-46.25,98.18
mitchell's lemon juice 300ml,Naheed (Karachi),195.0,Metro (Lahore),mitchells lemon juice 300ml,236.44,41.44,98.18
national mango pickle 320gm,Naheed (Karachi),300.0,Metro (Islamabad/Rawalpindi),national mango pickle 320g,229.91,-70.09,98.11
"deen's cheddar cheese, 200g",Naheed (Karachi),565.0,Metro (Islamabad/Rawalpindi),deen's cheddar cheese 200gm,519.0,-46.0,98.11
mezan olivola oil 1 litre pouch,Naheed (Karachi),686.0,Metro (Islamabad/Rawalpindi),mezan olivola oil 1l pouch,547.01,-138.99,98.11
"deen's cheddar cheese, 200g",Naheed (Karachi),565.0,Metro (Lahore),deen's cheddar cheese 200gm,519.0,-46.0,98.11
"dipitt chipotle sauce, 290g",Naheed (Karachi),495.0,Metro (Karachi),dipitt chipotle sauce 290gm,385.59,-109.41000000000003,98.11
"dipitt chipotle sauce, 290g",Naheed (Karachi),495.0,Metro (Lahore),dipitt chipotle sauce 290gm,385.59,-109.41000000000003,98.11
"deen's cheddar cheese, 200g",Naheed (Karachi),565.0,Metro (Karachi),deen's cheddar cheese 200gm,519.0,-46.0,98.11
national mango pickle 320gm,Naheed (Karachi),300.0,Metro (Karachi),national mango pickle 320g,229.91,-70.09,98.11
mezan olivola oil 1 litre pouch,Naheed (Karachi),686.0,Metro (Karachi),mezan olivola oil 1l pouch,547.01,-138.99,98.11
national mango pickle 320gm,Naheed (Karachi),300.0,Imtiaz (Karachi),national pickle mango 320g,253.0,-47.0,98.11
mezan olivola oil 1 litre pouch,Naheed (Karachi),686.0,Metro (Lahore),mezan olivola oil 1l pouch,547.01,-138.99,98.11
national mango pickle 320gm,Naheed (Karachi),300.0,Metro (Lahore),national mango pickle 320g,229.91,-70.09,98.11
"nestle cerelac wheat, 350g",Naheed (Karachi),870.0,Metro (Islamabad/Rawalpindi),nestle cerelac wheat 350gm,630.0,-240.0,98.04
mehran biryani masala 50g,Naheed (Karachi),130.0,Metro (Karachi),mehran biryani masala 50gm,83.75,-46.25,98.04
shield smooker tooth brush,Naheed (Karachi),140.0,Imtiaz (Karachi),shield tooth brush smoker,95.0,-45.0,98.04
"nestle cerelac wheat, 350g",Naheed (Karachi),870.0,Metro (Lahore),nestle cerelac wheat 350gm,630.0,-240.0,98.04
"dipitt buffalo sauce, 300g",Naheed (Karachi),425.0,Metro (Lahore),dipitt buffalo sauce 300gm,343.22,-81.77999999999997,98.04
mehran biryani masala 50g,Naheed (Karachi),130.0,Metro (Lahore),mehran biryani masala 50gm,83.75,-46.25,98.04
"nestle cerelac wheat, 350g",Naheed (Karachi),870.0,Metro (Karachi),nestle cerelac wheat 350gm,630.0,-240.0,98.04
"dipitt buffalo sauce, 300g",Naheed (Karachi),425.0,Metro (Karachi),dipitt buffalo sauce 300gm,343.22,-81.77999999999997,98.04
"razmin oyster sauce, 300ml",Naheed (Karachi),675.0,AlFatah (Faisalabad),razmin sauce oyster 300 ml,665.0,-10.0,98.04
mehran qorma masala 100g,Naheed (Karachi),233.0,Metro (Karachi),mehran qorma masala 100gm,160.02,-72.97999999999999,97.96
yuppies shoes brush small,Naheed (Karachi),580.0,Imtiaz (Karachi),yuppies shoe brush small,531.0,-49.0,97.96
"pond's acne control targets pimples face wash, 100g",Naheed (Karachi),490.0,Imtiaz (Karachi),ponds face wash acne control targets pimple 100g,439.0,-51.0,97.96
mehran qorma masala 100g,Naheed (Karachi),233.0,Metro (Islamabad/Rawalpindi),mehran qorma masala 100gm,160.02,-72.97999999999999,97.96
rose petal table napkin,Naheed (Karachi),260.0,Metro (Lahore),rose petal table napkins,156.78,-103.22,97.87
"dipitt pizza sauce, 300g",Naheed (Karachi),355.0,Metro (Karachi),dipitt pizza sauce 300gm,300.85,-54.14999999999998,97.87
"dipitt pizza sauce, 300g",Naheed (Karachi),355.0,Metro (Islamabad/Rawalpindi),dipitt pizza sauce 300gm,300.85,-54.14999999999998,97.87
mehran qorma masala 50g,Naheed (Karachi),150.0,Imtiaz (Karachi),mehran quorma masala 50g,115.0,-35.0,97.87
"dipitt pizza sauce, 300g",Naheed (Karachi),355.0,Metro (Lahore),dipitt pizza sauce 300gm,300.85,-54.14999999999998,97.87
"nestle lactogrow 3, 400g",Naheed (Karachi),1500.0,Metro (Karachi),nestle lactogrow 3 400 gm,1000.0,-500.0,97.87
rose petal table napkin,Naheed (Karachi),260.0,Metro (Karachi),rose petal table napkins,156.78,-103.22,97.87
national apple jam 200gm,Naheed (Karachi),214.0,Imtiaz (Karachi),national jam apple 200g,189.0,-25.0,97.87
"nestle lactogrow 3, 400g",Naheed (Karachi),1500.0,Metro (Lahore),nestle lactogrow 3 400 gm,1000.0,-500.0,97.87
mehran qorma masala 50g,Naheed (Karachi),150.0,Metro (Islamabad/Rawalpindi),mehran qorma masala 50 gm,83.75,-66.25,97.87
"nestle lactogrow 3, 800g",Naheed (Karachi),3000.0,Metro (Karachi),nestle lactogrow 3 800 gm,2000.0,-1000.0,97.87
"millac milk powder, 390g",Naheed (Karachi),840.0,Metro (Karachi),millac milk powder 390gm,529.91,-310.09000000000003,97.87
"millac milk powder, 390g",Naheed (Karachi),840.0,Metro (Lahore),millac milk powder 390gm,529.91,-310.09000000000003,97.87
"nestle lactogrow 3, 800g",Naheed (Karachi),3000.0,Metro (Islamabad/Rawalpindi),nestle lactogrow 3 800 gm,2000.0,-1000.0,97.87
"millac milk powder, 390g",Naheed (Karachi),840.0,Metro (Islamabad/Rawalpindi),millac milk powder 390gm,529.91,-310.09000000000003,97.87
rose petal table napkin,Naheed (Karachi),260.0,Metro (Islamabad/Rawalpindi),rose petal table napkins,156.78,-103.22,97.87
mehran cumin powder 50g,Naheed (Karachi),279.0,Metro (Islamabad/Rawalpindi),mehran cummin powder 50g,84.75,-194.25,97.87
"nestle lactogrow 3, 400g",Naheed (Karachi),1500.0,Metro (Islamabad/Rawalpindi),nestle lactogrow 3 400 gm,1000.0,-500.0,97.87
"nestle lactogrow 3, 800g",Naheed (Karachi),3000.0,Metro (Lahore),nestle lactogrow 3 800 gm,2000.0,-1000.0,97.87
mehran qorma masala 50g,Naheed (Karachi),150.0,Metro (Karachi),mehran qorma masala 50 gm,83.75,-66.25,97.87
"nestle lactogen, 2-800g",Naheed (Karachi),3000.0,Metro (Lahore),nestle lactogen 2 800 gm,2000.0,-1000.0,97.78
"nestle lactogen 1, 400g",Naheed (Karachi),1500.0,Metro (Islamabad/Rawalpindi),nestle lactogen 1 400 gm,1000.0,-500.0,97.78
"nestle lactogen 2, 400g",Naheed (Karachi),1500.0,Metro (Islamabad/Rawalpindi),nestle lactogen 2 400 gm,1000.0,-500.0,97.78
"nestle lactogen 1, 800g",Naheed (Karachi),3000.0,Metro (Islamabad/Rawalpindi),nestle lactogen 1 800 gm,2000.0,-1000.0,97.78
"nestle lactogen, 2-800g",Naheed (Karachi),3000.0,Metro (Islamabad/Rawalpindi),nestle lactogen 2 800 gm,2000.0,-1000.0,97.78
"nestle lactogen 2, 200g",Naheed (Karachi),750.0,Metro (Islamabad/Rawalpindi),nestle lactogen 2 - 200 gm,500.0,-250.0,97.78
"nestle lactogen 1, 200g",Naheed (Karachi),750.0,Metro (Islamabad/Rawalpindi),nestle lactogen 1 200 gm,500.0,-250.0,97.78
"nestle lactogen 2, 200g",Naheed (Karachi),750.0,Metro (Lahore),nestle lactogen 2 - 200 gm,500.0,-250.0,97.78
"nestle lactogen 2, 400g",Naheed (Karachi),1500.0,Metro (Lahore),nestle lactogen 2 400 gm,1000.0,-500.0,97.78
"nestle lactogen 1, 200g",Naheed (Karachi),750.0,Metro (Lahore),nestle lactogen 1 200 gm,500.0,-250.0,97.78
"nestle lactogen 1, 400g",Naheed (Karachi),1500.0,Metro (Karachi),nestle lactogen 1 400 gm,1000.0,-500.0,97.78
"nestle lactogen 2, 200g",Naheed (Karachi),750.0,Metro (Karachi),nestle lactogen 2 - 200 gm,500.0,-250.0,97.78
"nestle lactogen, 2-800g",Naheed (Karachi),3000.0,Metro (Karachi),nestle lactogen 2 800 gm,2000.0,-1000.0,97.78
"nestle lactogen 1, 800g",Naheed (Karachi),3000.0,Metro (Karachi),nestle lactogen 1 800 gm,2000.0,-1000.0,97.78
"nestle lactogen 2, 400g",Naheed (Karachi),1500.0,Metro (Karachi),nestle lactogen 2 400 gm,1000.0,-500.0,97.78
"nestle lactogen 1, 400g",Naheed (Karachi),1500.0,Metro (Lahore),nestle lactogen 1 400 gm,1000.0,-500.0,97.78
"nestle lactogen 1, 800g",Naheed (Karachi),3000.0,Metro (Lahore),nestle lactogen 1 800 gm,2000.0,-1000.0,97.78
fauji choco cups 250gm,Naheed (Karachi),875.0,Metro (Lahore),fauji cups choco 250g,470.34,-404.66,97.67
mehran kheer mix 155g,Naheed (Karachi),140.0,Metro (Karachi),mehran kheer mix 155 gm,101.69,-38.31,97.67
fauji choco cups 250gm,Naheed (Karachi),875.0,Metro (Karachi),fauji cups choco 250g,470.34,-404.66,97.67
"dipitt soy sauce, 310g",Naheed (Karachi),410.0,Metro (Lahore),dipitt soy sauce 310gm,343.22,-66.77999999999997,97.67
"dipitt hot sauce, 300g",Naheed (Karachi),375.0,Metro (Islamabad/Rawalpindi),dipitt hot sauce 300gm,300.85,-74.14999999999998,97.67
mehran kheer mix 155g,Naheed (Karachi),140.0,Metro (Islamabad/Rawalpindi),mehran kheer mix 155 gm,110.17,-29.83,97.67
fauji choco cups 250gm,Naheed (Karachi),875.0,Metro (Islamabad/Rawalpindi),fauji cups choco 250g,470.34,-404.66,97.67
"dipitt soy sauce, 310g",Naheed (Karachi),410.0,Metro (Islamabad/Rawalpindi),dipitt soy sauce 310gm,343.22,-66.77999999999997,97.67
"dettol cool soap, 3x80g",Naheed (Karachi),370.0,Imtiaz (Karachi),dettol soap cool 3x80,325.0,-45.0,97.67
"dipitt hot sauce, 300g",Naheed (Karachi),375.0,Metro (Lahore),dipitt hot sauce 300gm,300.85,-74.14999999999998,97.67
"dipitt soy sauce, 310g",Naheed (Karachi),410.0,Metro (Karachi),dipitt soy sauce 310gm,343.22,-66.77999999999997,97.67
langnese honey 250gm,Naheed (Karachi),1550.0,Imtiaz (Karachi),langnese honey 250g,1355.0,-195.0,97.44
nestle nido 1+ 375g,Naheed (Karachi),1130.0,Metro (Lahore),nestle nido 1+ 375 gm,830.0,-300.0,97.3
"wah daal moong, 200g",Naheed (Karachi),250.0,Metro (Islamabad/Rawalpindi),wah moong dal 200g,192.37,-57.629999999999995,97.3
nestle nido 1+ 375g,Naheed (Karachi),1130.0,Metro (Karachi),nestle nido 1+ 375 gm,830.0,-300.0,97.3
nestle nido 1+ 375g,Naheed (Karachi),1130.0,Metro (Islamabad/Rawalpindi),nestle nido 1+ 375 gm,830.0,-300.0,97.3
"nurpur butter, 100g",Naheed (Karachi),420.0,Metro (Karachi),nurpur butter 100gm,235.0,-185.0,97.3
"olper's chocolate flavoured milk, 180ml",Naheed (Karachi),95.0,Metro (Karachi),olpers flavored milk chocolate 180ml,55.0898,-39.9102,97.3
"nurpur butter, 100g",Naheed (Karachi),420.0,Metro (Lahore),nurpur butter 100gm,235.0,-185.0,97.3
"wah daal moong, 200g",Naheed (Karachi),250.0,Metro (Karachi),wah moong dal 200g,192.37,-57.629999999999995,97.3
"wah daal moong, 200g",Naheed (Karachi),250.0,Metro (Lahore),wah moong dal 200g,192.37,-57.629999999999995,97.3
"olper's chocolate flavoured milk, 180ml",Naheed (Karachi),95.0,Metro (Lahore),olpers flavored milk chocolate 180ml,55.0898,-39.9102,97.3
"olper's chocolate flavoured milk, 180ml",Naheed (Karachi),95.0,Metro (Islamabad/Rawalpindi),olpers flavored milk chocolate 180ml,55.0898,-39.9102,97.3
"nurpur butter, 100g",Naheed (Karachi),420.0,Metro (Islamabad/Rawalpindi),nurpur butter 100gm,235.0,-185.0,97.3
"wah daal moth, 200g",Naheed (Karachi),250.0,Metro (Lahore),wah dal moth 200g,192.37,-57.629999999999995,97.14
"wah daal moth, 200g",Naheed (Karachi),250.0,Metro (Karachi),wah dal moth 200g,192.37,-57.629999999999995,97.14
"sensodyne fluoride toothpaste, 100g",Naheed (Karachi),338.0,Imtiaz (Karachi),sensodyne toothpaste flouride 100g,399.0,61.0,97.06
national garam masala powder 50gm,Naheed (Karachi),325.0,Metro (Lahore),national garam masala powder 50 gm,127.13,-197.87,96.97
"protect g gum care toothpaste, 110g",Naheed (Karachi),335.0,Imtiaz (Karachi),protect toothpaste gum care 110g,289.0,-46.0,96.97
"lifebuoy naturally strong onion+aloe vera strength shampoo, 650ml",Naheed (Karachi),1150.0,Metro (Lahore),lifebuoy naturally strong onion and aloe vera strength shampoo 650ml,1139.0,-11.0,96.97
"sensodyne fluoride toothpaste, 70g",Naheed (Karachi),285.0,Imtiaz (Karachi),sensodyne toothpaste flouride 70g,299.0,14.0,96.97
"lifebuoy naturally strong onion+aloe vera strength shampoo, 650ml",Naheed (Karachi),1150.0,Metro (Karachi),lifebuoy naturally strong onion and aloe vera strength shampoo 650ml,1139.0,-11.0,96.97
"lifebuoy naturally strong onion+aloe vera strength shampoo, 650ml",Naheed (Karachi),1150.0,Metro (Islamabad/Rawalpindi),lifebuoy naturally strong onion and aloe vera strength shampoo 650ml,1139.0,-11.0,96.97
national garam masala powder 50gm,Naheed (Karachi),325.0,Metro (Karachi),national garam masala powder 50 gm,127.13,-197.87,96.97
"mitchell's strawberry jelly, 450g",Naheed (Karachi),320.0,Metro (Karachi),mitchells strawberry jelly 450gm,250.0,-70.0,96.88
national quick haleem mix 345gm,Naheed (Karachi),350.0,Metro (Karachi),national quick haleem mix 345 gm,161.02,-188.98,96.77
"junsui ice cool face wash with whitening, 100g",Naheed (Karachi),650.0,AlFatah (Faisalabad),junsui face wash with whitening ice cool 100 gm,545.0,-105.0,96.7
national mixed fruit jam 200gm,Naheed (Karachi),209.0,Metro (Karachi),national jam mix fruit 200gm,143.22,-65.78,96.55
"shangrila tomato ketchup, 400g",Naheed (Karachi),295.0,Metro (Islamabad/Rawalpindi),shangrila tomato ktchp 400g,186.44,-108.56,96.43
"shangrila tomato ketchup, 400g",Naheed (Karachi),295.0,Metro (Karachi),shangrila tomato ktchp 400g,186.44,-108.56,96.43
"shangrila tomato ketchup, 400g",Naheed (Karachi),295.0,Metro (Lahore),shangrila tomato ktchp 400g,186.44,-108.56,96.43
"the body shop pumpkin instant radiance in-shower mask, 75ml",Naheed (Karachi),11340.0,AlFatah (Faisalabad),the body shop pumkin instant radiance shower mask 75ml,8495.0,-2845.0,96.43
shan shahi haleem mix 300gm,Naheed (Karachi),350.0,Metro (Karachi),shan shahi haleem mix 300 gm,176.97,-173.03,96.3
shan shahi haleem mix 300gm,Naheed (Karachi),350.0,Metro (Islamabad/Rawalpindi),shan shahi haleem mix 300 gm,176.97,-173.03,96.3
"swiss premium cheddar cheese spread, 250g",Naheed (Karachi),860.0,Metro (Karachi),swiss premium cheese spread cheddar 250 gm,493.769,-366.231,96.3
"knorr chatt patta all purpose masala, 15g",Naheed (Karachi),30.0,AlFatah (Faisalabad),knorr chatt patta all purpose masala 15 gm,28.0,-2.0,96.3
rossmorr baking powder 100g,Naheed (Karachi),140.0,Imtiaz (Karachi),rossmoor baking powder 100g,136.0,-4.0,96.3
"swiss premium cheddar cheese spread, 250g",Naheed (Karachi),860.0,Metro (Lahore),swiss premium cheese spread cheddar 250 gm,493.769,-366.231,96.3
"rivaj uk absolute pigment eyeliner, purple",Naheed (Karachi),335.0,AlFatah (Faisalabad),rivaj  absolute pigment eyeliner  purple,302.0,-33.0,96.2
"hellmann's thick & creamy mayonnaise, 475ml",Naheed (Karachi),399.0,Metro (Islamabad/Rawalpindi),hellmanns mayonnaise thick & creamy 475ml,398.0,-1.0,96.2
"rivaj uk absolute pigment eyeliner, yellow",Naheed (Karachi),335.0,AlFatah (Faisalabad),rivaj  absolute pigment eyeliner  yellow,302.0,-33.0,96.2
"hellmann's thick & creamy mayonnaise, 475ml",Naheed (Karachi),399.0,Metro (Lahore),hellmanns mayonnaise thick & creamy 475ml,398.0,-1.0,96.2
"hellmann's thick & creamy mayonnaise, 475ml",Naheed (Karachi),399.0,Metro (Karachi),hellmanns mayonnaise thick & creamy 475ml,398.0,-1.0,96.2
national mixed pickle 320gm,Naheed (Karachi),295.0,Metro (Karachi),national pickle mix 320gm,229.91,-65.09,96.15
national mixed pickle 320gm,Naheed (Karachi),295.0,Metro (Lahore),national pickle mix 320gm,229.91,-65.09,96.15
"dettol skin care soap, 3x80g",Naheed (Karachi),370.0,Imtiaz (Karachi),dettol soap skin care 80g,115.0,-255.0,96.15
shangrila soya sauce 300ml,Naheed (Karachi),145.0,Metro (Islamabad/Rawalpindi),shangrila soy sauce 300 ml,118.64,-26.36,96.15
shangrila soya sauce 300ml,Naheed (Karachi),145.0,Metro (Lahore),shangrila soy sauce 300 ml,118.64,-26.36,96.15
shangrila soya sauce 300ml,Naheed (Karachi),145.0,Metro (Karachi),shangrila soy sauce 300 ml,118.64,-26.36,96.15
national mixed pickle 320gm,Naheed (Karachi),295.0,Metro (Islamabad/Rawalpindi),national pickle mix 320gm,229.91,-65.09,96.15
"rafhan banana custard, 275g",Naheed (Karachi),210.0,Metro (Karachi),rafhan banana cstrd 275g,160.2,-49.80000000000001,96.0
sprite 350ml,Naheed (Karachi),70.0,Metro (Karachi),sprite 350 ml,69.0,-1.0,96.0
sprite 350ml,Naheed (Karachi),70.0,Metro (Lahore),sprite 350 ml,69.0,-1.0,96.0
adam's cheddar cheese 2 kg,Naheed (Karachi),3700.0,Metro (Lahore),adam cheddar cheese 2 kg,2889.83,-810.1700000000001,96.0
"olper's strawberry flavoured milk, 180ml",Naheed (Karachi),95.0,Metro (Lahore),olper flavored milk strawberry 180ml,55.0898,-39.9102,96.0
"dettol original soap, 3x80g",Naheed (Karachi),370.0,Imtiaz (Karachi),dettol soap original 80g,115.0,-255.0,96.0
fauji wheat porridge 250gm,Naheed (Karachi),290.0,Metro (Karachi),fauji poridge wheat 250g,156.78,-133.22,96.0
"rivaj uk absolute pigment eyeliner, pink",Naheed (Karachi),335.0,AlFatah (Faisalabad),rivaj  absolute pigment eyeliner  pink,302.0,-33.0,96.0
fauji wheat porridge 250gm,Naheed (Karachi),290.0,Metro (Lahore),fauji poridge wheat 250g,156.78,-133.22,96.0
"rafhan banana custard, 275g",Naheed (Karachi),210.0,Metro (Islamabad/Rawalpindi),rafhan banana cstrd 275g,156.78,-53.22,96.0
adam's cheddar cheese 2 kg,Naheed (Karachi),3700.0,Metro (Islamabad/Rawalpindi),adam cheddar cheese 2 kg,2889.83,-810.1700000000001,96.0
fauji wheat porridge 250gm,Naheed (Karachi),290.0,Metro (Islamabad/Rawalpindi),fauji poridge wheat 250g,156.78,-133.22,96.0
"olper's strawberry flavoured milk, 180ml",Naheed (Karachi),95.0,Metro (Islamabad/Rawalpindi),olper flavored milk strawberry 180ml,55.0898,-39.9102,96.0
"rafhan banana custard, 275g",Naheed (Karachi),210.0,Metro (Lahore),rafhan banana cstrd 275g,156.78,-53.22,96.0
adam's cheddar cheese 2 kg,Naheed (Karachi),3700.0,Metro (Karachi),adam cheddar cheese 2 kg,2889.83,-810.1700000000001,96.0
"olper's strawberry flavoured milk, 180ml",Naheed (Karachi),95.0,Metro (Karachi),olper flavored milk strawberry 180ml,55.0898,-39.9102,96.0
sprite 350ml,Naheed (Karachi),70.0,Metro (Islamabad/Rawalpindi),sprite 350 ml,69.0,-1.0,96.0
sting berry blast energy drink 500ml,Naheed (Karachi),110.0,Imtiaz (Karachi),sting energy drink nr berry blast 500ml,105.0,-5.0,96.0
"nyx jumbo eye pencil, 601 black bean",Naheed (Karachi),2250.0,AlFatah (Faisalabad),nyx 601 black bean jumbo eye pencil pc,2195.0,-55.0,95.89
rafhan mango custard 275g,Naheed (Karachi),210.0,Metro (Islamabad/Rawalpindi),rafhan mango cstrd 275g,156.78,-53.22,95.83
rafhan mango custard 275g,Naheed (Karachi),210.0,Metro (Lahore),rafhan mango cstrd 275g,156.78,-53.22,95.83
rafhan mango custard 275g,Naheed (Karachi),210.0,Metro (Karachi),rafhan mango cstrd 275g,163.75,-46.25,95.83
national kheer mix 155gm,Naheed (Karachi),185.0,Metro (Lahore),national kheer mix 155 gm,101.56,-83.44,95.83
national kheer mix 155gm,Naheed (Karachi),185.0,Metro (Karachi),national kheer mix 155 gm,101.56,-83.44,95.83
national kheer mix 155gm,Naheed (Karachi),185.0,Metro (Islamabad/Rawalpindi),national kheer mix 155 gm,101.56,-83.44,95.83
national mango jam 440gm,Naheed (Karachi),326.0,Metro (Islamabad/Rawalpindi),national jam mango 440 gm,221.19,-104.81,95.83
national mango jam 440gm,Naheed (Karachi),326.0,Metro (Karachi),national jam mango 440 gm,211.02,-114.97999999999999,95.83
"knorr chinese chicken corn soup, 46g",Naheed (Karachi),170.0,AlFatah (Faisalabad),knorr chinese chicken corn soup 46 gm,160.0,-10.0,95.77
"delmonte stuffed green olives, 450g",Naheed (Karachi),1399.0,Metro (Islamabad/Rawalpindi),delmonte green olives stuffed 450 gm,956.41,-442.59000000000003,95.65
"sensodyne fluoride toothpaste, 100g",Naheed (Karachi),338.0,Metro (Islamabad/Rawalpindi),sensodyne toothpaste fluoride 100 gm,276.86,-61.139999999999986,95.65
"butterfly long maxi thick big saver, xxl, 6-pads",Naheed (Karachi),120.0,AlFatah (Faisalabad),butterfly long big saver maxi thick xxl 26 pcs,425.0,305.0,95.65
"delmonte stuffed green olives, 450g",Naheed (Karachi),1399.0,Metro (Lahore),delmonte green olives stuffed 450 gm,956.41,-442.59000000000003,95.65
mundial olive pomace oil 1 litre bottle,Naheed (Karachi),2950.0,Metro (Lahore),mundial pomace olive oil bottle 1l,1797.46,-1152.54,95.65
"sensodyne fluoride toothpaste, 100g",Naheed (Karachi),338.0,Metro (Lahore),sensodyne toothpaste fluoride 100 gm,248.66,-89.34,95.65
"groove adult cat food, chicken, 450g",Naheed (Karachi),485.0,AlFatah (Faisalabad),groove cat food adult chicken 450 gm,475.0,-10.0,95.65
"sensodyne fluoride toothpaste, 100g",Naheed (Karachi),338.0,Metro (Karachi),sensodyne toothpaste fluoride 100 gm,264.66,-73.33999999999997,95.65
"delmonte pitted black olives, 450g",Naheed (Karachi),1399.0,Metro (Lahore),delmonte black olives pitted 450 gm,939.32,-459.67999999999995,95.52
"delmonte sliced green olives, 450g",Naheed (Karachi),1399.0,Metro (Lahore),delmonte green olives sliced 450 gm,939.32,-459.67999999999995,95.52
happy cow toast slice cheese 200g,Naheed (Karachi),1385.0,Metro (Lahore),happy cow cheese slice toast 200 gm,931.36,-453.64,95.52
happy cow toast slice cheese 200g,Naheed (Karachi),1385.0,Metro (Islamabad/Rawalpindi),happy cow cheese slice toast 200 gm,931.36,-453.64,95.52
"delmonte pitted black olives, 450g",Naheed (Karachi),1399.0,Metro (Islamabad/Rawalpindi),delmonte black olives pitted 450 gm,939.32,-459.67999999999995,95.52
"delmonte sliced green olives, 450g",Naheed (Karachi),1399.0,Metro (Islamabad/Rawalpindi),delmonte green olives sliced 450 gm,939.32,-459.67999999999995,95.52
happy cow toast slice cheese 200g,Naheed (Karachi),1385.0,Metro (Karachi),happy cow cheese slice toast 200 gm,931.36,-453.64,95.52
"dettol cool soap, 4x110g",Naheed (Karachi),560.0,Imtiaz (Karachi),dettol soap cool 110g,135.0,-425.0,95.45
"cadbury dairy milk chocolate, 36g",Naheed (Karachi),150.0,Metro (Lahore),cadbury dairy milk chocolate 36 gm,84.75,-65.25,95.38
"national black pepper powder, 50g",Naheed (Karachi),310.0,Metro (Karachi),national black pepper powder 50 gm,127.12,-182.88,95.38
"national black pepper powder, 50g",Naheed (Karachi),310.0,Metro (Islamabad/Rawalpindi),national black pepper powder 50 gm,127.12,-182.88,95.38
"cadbury dairy milk chocolate, 36g",Naheed (Karachi),150.0,Metro (Karachi),cadbury dairy milk chocolate 36 gm,84.75,-65.25,95.38
"cadbury dairy milk chocolate, 36g",Naheed (Karachi),150.0,Metro (Islamabad/Rawalpindi),cadbury dairy milk chocolate 36 gm,84.75,-65.25,95.38
"nivea men protect & care shaving foam, 200ml",Naheed (Karachi),2200.0,Metro (Lahore),nivea men protect and care shaving foam 200ml,1756.0,-444.0,95.35
"nivea men protect & care shaving foam, 200ml",Naheed (Karachi),2200.0,Metro (Islamabad/Rawalpindi),nivea men protect and care shaving foam 200ml,1756.0,-444.0,95.35
"nivea men protect & care shaving foam, 200ml",Naheed (Karachi),2200.0,Metro (Karachi),nivea men protect and care shaving foam 200ml,1756.0,-444.0,95.35
"shan shoop full meal chattpata noodles, 110g",Naheed (Karachi),90.0,AlFatah (Faisalabad),shan shoop chatpatta full meal noodle  110gm,90.0,0.0,95.35
"groove adult cat food, beef, 450g",Naheed (Karachi),485.0,AlFatah (Faisalabad),groove cat food adult beef 450 gm,475.0,-10.0,95.24
