matched_product,anchor_store,anchor_price,comparison_store,comparison_product,comparison_price,price_diff_pkr,confidence_score_pct
"sprite zero sugar pet, 500ml",Naheed (Karachi),115.0,Metro (Islamabad/Rawalpindi),sprite zero sugar 500 ml,66.9602,-48.0398,90.2
"sprite zero sugar pet, 500ml",Naheed (Karachi),115.0,Metro (Karachi),sprite zero sugar 500 ml,66.9602,-48.0398,90.2
"samyang buldak hot chicken ramen noodle, 3x spicy, 140g",Naheed (Karachi),475.0,AlFatah (Faisalabad),samyang noodles buldak 2x hot chicken ramen 140gm,465.0,-10.0,90.2
"shezan mango squash, 800ml",Naheed (Karachi),450.0,Metro (Karachi),shezan squash mango 800 ml,270.77,-179.23000000000002,90.2
"malka coriander powder, 200g",Naheed (Karachi),288.0,Metro (Lahore),ok coriander powder 200g,160.17,-127.83000000000001,90.2
"malka coriander powder, 200g",Naheed (Karachi),288.0,Metro (Karachi),ok coriander powder 200g,160.17,-127.83000000000001,90.2
mehran tandoori masala 50g,Naheed (Karachi),140.0,Metro (Karachi),shan tandoori masala 50 gm,92.2204,-47.7796,90.2
fauji barley porridge 1kg,Naheed (Karachi),1099.0,Metro (Islamabad/Rawalpindi),fauji barley porridge 1 kg,555.08,-543.92,90.2
fauji barley porridge 1kg,Naheed (Karachi),1099.0,Metro (Lahore),fauji barley porridge 1 kg,555.08,-543.92,90.2
fauji barley porridge 1kg,Naheed (Karachi),1099.0,Metro (Karachi),fauji barley porridge 1 kg,555.08,-543.92,90.2
robin blue liquid 150ml,Naheed (Karachi),600.0,Metro (Karachi),robin blue liquid neel 150ml,381.04,-218.95999999999998,90.2
"swiss premium cheddar cheese tin, 180g",Naheed (Karachi),625.0,Metro (Karachi),swiss premium cheese cheddar 180 gm,327.85,-297.15,90.14
"swiss premium cheddar cheese tin, 180g",Naheed (Karachi),625.0,Metro (Lahore),swiss premium cheese cheddar 180 gm,327.85,-297.15,90.14
diamond aluminum foil 25 sq. ft.,Naheed (Karachi),750.0,Metro (Islamabad/Rawalpindi),diamond aluminium foil 25 ft,699.0,-51.0,90.0
sufi plain paratha 20's 1600gm,Naheed (Karachi),840.0,Metro (Islamabad/Rawalpindi),sufi plain paratha 20 pc 1600g,690.68,-149.32000000000005,90.0
dettol multi-purpose aqua cleaner 1.8 litre,Naheed (Karachi),2500.0,Metro (Islamabad/Rawalpindi),dettol multi-purpose cleaner citrus 1.8 ltr,1171.61,-1328.39,90.0
muree brewery`s bigg lychee can 250ml,Naheed (Karachi),85.0,Imtiaz (Karachi),murree brewery's drink can big lychee 250ml,82.0,-3.0,90.0
sufi plain paratha 20's 1600gm,Naheed (Karachi),840.0,Metro (Lahore),sufi plain paratha 20 pc 1600g,690.68,-149.32000000000005,90.0
power plus instant neutral shoe shine sponge,Naheed (Karachi),200.0,Imtiaz (Karachi),power plus shoe shine sponge neutral,175.0,-25.0,90.0
"treet hygiene razor with comb, 3-pack",Naheed (Karachi),165.0,AlFatah (Faisalabad),treet hygiene razor with comb 3pcs romo pack,110.0,-55.0,90.0
sufi plain paratha 20's 1600gm,Naheed (Karachi),840.0,Metro (Karachi),sufi plain paratha 20 pc 1600g,690.68,-149.32000000000005,90.0
k&n's chicken boneless handi 500g,Naheed (Karachi),660.0,Metro (Lahore),chicken boneless handi 500g,555.0,-105.0,90.0
diamond aluminum foil 25 sq. ft.,Naheed (Karachi),750.0,Metro (Karachi),diamond aluminium foil 25 ft,699.0,-51.0,90.0
dettol multi-purpose aqua cleaner 1.8 litre,Naheed (Karachi),2500.0,Metro (Lahore),dettol multi-purpose cleaner citrus 1.8 ltr,1528.36,-971.6400000000001,90.0
laziza sheer khurma saffron dessert mix 160g,Naheed (Karachi),240.0,Imtiaz (Karachi),laziza sheer khurma mix saffron 160g,225.0,-15.0,90.0
k&n's chicken boneless handi 500g,Naheed (Karachi),660.0,Metro (Karachi),chicken boneless handi 500g,555.0,-105.0,90.0
mitchell's fruit vinegar 310ml,Naheed (Karachi),190.0,AlFatah (Faisalabad),mitchells fruit vinegar 310 ml,180.0,-10.0,90.0
"national murgh cholay masala mix, 50g",Naheed (Karachi),150.0,AlFatah (Faisalabad),national murgh cholay masala 50 gm,150.0,0.0,89.86
"kryolan tv paint stick, 522",Naheed (Karachi),5600.0,AlFatah (Faisalabad),kryolan tv stick-522 pc,4121.0,-1479.0,89.8
fauji corn flakes 500gm,Naheed (Karachi),1050.0,Imtiaz (Karachi),fauji corn flakes new 500g,805.0,-245.0,89.8
"qarshi lal sharbat, 120ml",Naheed (Karachi),190.0,Metro (Lahore),qarshi lal sharbat 120 ml,131.36,-58.639999999999986,89.8
robin blue liquid 75ml,Naheed (Karachi),300.0,Metro (Islamabad/Rawalpindi),robin blue liquid neel 75ml,161.02,-138.98,89.8
"qarshi lal sharbat, 120ml",Naheed (Karachi),190.0,Metro (Karachi),qarshi lal sharbat 120 ml,131.36,-58.639999999999986,89.8
robin blue liquid 75ml,Naheed (Karachi),300.0,Metro (Lahore),robin blue liquid neel 75ml,161.02,-138.98,89.8
robin blue liquid 75ml,Naheed (Karachi),300.0,Metro (Karachi),robin blue liquid neel 75ml,176.88,-123.12,89.8
"kryolan tv paint stick, g16",Naheed (Karachi),5600.0,AlFatah (Faisalabad),kryolan tv stick-g16 pc,4121.0,-1479.0,89.8
fauji wheat porridge 1 kg,Naheed (Karachi),750.0,Imtiaz (Karachi),fauji wheat porridge 1kg,585.0,-165.0,89.8
"indomie chicken flavour instant noodles, 70g",Naheed (Karachi),65.0,Imtiaz (Karachi),indomie instant noodles chicken 70g,55.0,-10.0,89.74
astonish window & glass cleaner trigger 750ml,Naheed (Karachi),850.0,Imtiaz (Karachi),astonish window & glass cleaner 750ml,766.0,-84.0,89.74
adam's mozzarella cheese 200g,Naheed (Karachi),670.0,Metro (Islamabad/Rawalpindi),adams mozzarella cheese 200 gm,508.47,-161.52999999999997,89.66
"sweet tamarind (imli) local, 250g",Naheed (Karachi),700.0,AlFatah (Faisalabad),sweet tamarind(imli)/pck 250g,551.65,-148.35000000000002,89.66
salmans blackcurrant jam 450g,Naheed (Karachi),465.0,Metro (Lahore),salman blackcurrent jam 450 gm,253.39,-211.61,89.66
adam's mozzarella cheese 200g,Naheed (Karachi),670.0,Metro (Lahore),adams mozzarella cheese 200 gm,508.47,-161.52999999999997,89.66
national haleem masala mix 50gm,Naheed (Karachi),140.0,Metro (Lahore),national haleem masala 50 gm,83.75,-56.25,89.66
adam's mozzarella cheese 200g,Naheed (Karachi),670.0,Metro (Karachi),adams mozzarella cheese 200 gm,508.47,-161.52999999999997,89.66
hankies maxi kitchen towel roll,Naheed (Karachi),1200.0,Imtiaz (Karachi),hankies kitchen towels maxi,1045.0,-155.0,89.66
national haleem masala mix 50gm,Naheed (Karachi),140.0,Metro (Karachi),national haleem masala 50 gm,83.75,-56.25,89.66
shan tez lal mirch powder 200gm,Naheed (Karachi),380.0,Metro (Islamabad/Rawalpindi),shan lal mirch powder 200 gm,206.923,-173.077,89.66
"sweet tamarind (imli) local, 250g",Naheed (Karachi),700.0,AlFatah (Faisalabad),sweet tamarind(imli)/pck 250g,594.15,-105.85000000000002,89.66
shan tez lal mirch powder 200gm,Naheed (Karachi),380.0,Metro (Karachi),shan lal mirch powder 200 gm,181.76,-198.24,89.66
"parodontax extra fresh complete protection toothpaste, 100g",Naheed (Karachi),374.0,AlFatah (Faisalabad),parodontax complete protection extra fresh tooth paste 100,440.0,66.0,89.66
"sweet tamarind (imli) local, 250g",Naheed (Karachi),700.0,AlFatah (Faisalabad),sweet tamarind(imli)/pck 250g,594.15,-105.85000000000002,89.66
"crispo pasta elbow macaroni, 400g",Naheed (Karachi),170.0,Imtiaz (Karachi),crispo macaroni elbow 400g,145.0,-25.0,89.66
mitchell's lemon squash 800ml,Naheed (Karachi),390.0,Metro (Islamabad/Rawalpindi),mitchells squash lemon 800 ml,258.0,-132.0,89.66
"sweet tamarind (imli) local, 250g",Naheed (Karachi),700.0,AlFatah (Faisalabad),sweet tamarind(imli)/pck 250g,637.5,-62.5,89.66
mitchell's lemon squash 800ml,Naheed (Karachi),390.0,Metro (Karachi),mitchells squash lemon 800 ml,258.0,-132.0,89.66
"durex extra safe condom, 3-pack",Naheed (Karachi),450.0,Imtiaz (Karachi),durex condoms extra safe 3's,375.0,-75.0,89.66
national haleem masala mix 50gm,Naheed (Karachi),140.0,Metro (Islamabad/Rawalpindi),national haleem masala 50 gm,83.75,-56.25,89.66
shan tez lal mirch powder 200gm,Naheed (Karachi),380.0,Metro (Lahore),shan lal mirch powder 200 gm,181.76,-198.24,89.66
salmans blackcurrant jam 450g,Naheed (Karachi),465.0,Metro (Islamabad/Rawalpindi),salman blackcurrent jam 450 gm,253.39,-211.61,89.66
mitchell's lemon squash 800ml,Naheed (Karachi),390.0,Metro (Lahore),mitchells squash lemon 800 ml,288.562,-101.43799999999999,89.66
"cerave fragrance free moisturising lotion, dry to very dry skin, 236ml",Naheed (Karachi),6800.0,AlFatah (Faisalabad),cerave moisturising lotion for dry to very dry skin 236ml,4995.0,-1805.0,89.6
shangrila worcestershire sauce 800ml,Naheed (Karachi),288.0,Metro (Islamabad/Rawalpindi),shangrila worcestershire 800 ml,245.76,-42.24000000000001,89.55
falak himalayan pink fine salt 800gm,Naheed (Karachi),120.0,AlFatah (Faisalabad),falak salt pink himalayan 800 gm,105.0,-15.0,89.55
shangrila worcestershire sauce 800ml,Naheed (Karachi),288.0,Metro (Karachi),shangrila worcestershire 800 ml,245.76,-42.24000000000001,89.55
"macho's cheesesome tortilla chips, 40g",Naheed (Karachi),80.0,Metro (Lahore),machos tortilla chips cheese 4,80.0,0.0,89.55
happy home pineapple jelly 80g,Naheed (Karachi),135.0,Imtiaz (Karachi),happy home jelly powder pineapple 80g,115.0,-20.0,89.55
shangrila worcestershire sauce 800ml,Naheed (Karachi),288.0,Metro (Lahore),shangrila worcestershire 800 ml,245.76,-42.24000000000001,89.55
"chef's pride ginger garlic paste, 330g",Naheed (Karachi),375.0,Imtiaz (Karachi),chef's pride paste garlic 330g,285.0,-90.0,89.55
"macho's cheesesome tortilla chips, 40g",Naheed (Karachi),80.0,Metro (Karachi),machos tortilla chips cheese 4,80.0,0.0,89.55
"macho's cheesesome tortilla chips, 40g",Naheed (Karachi),80.0,Metro (Islamabad/Rawalpindi),machos tortilla chips cheese 4,80.0,0.0,89.55
"durex mutual pleasure condom, 3-pack",Naheed (Karachi),450.0,AlFatah (Faisalabad),durex condom mutual pleasure 3pk,445.0,-5.0,89.55
"knorr chinese hot & sour soup, 51g",Naheed (Karachi),170.0,AlFatah (Faisalabad),knorr chinese hot and sour soup 51 gm,160.0,-10.0,89.55
hankies virsa perfume tissue 150x2 ply,Naheed (Karachi),350.0,Imtiaz (Karachi),hankies tissue virsa perfumed 150x2ply,305.0,-45.0,89.47
"eveline celebrities liquid eyeliner, black",Naheed (Karachi),1699.0,AlFatah (Faisalabad),eveline celebrities eye liner black,1695.0,-4.0,89.47
power plus instant black shoe shine sponge,Naheed (Karachi),200.0,Imtiaz (Karachi),power plus shoe shine sponge black,175.0,-25.0,89.47
"xhc coconut water hydrating conditioner, 400ml",Naheed (Karachi),875.0,AlFatah (Faisalabad),xhc conditioner coconut hydrating 400 ml,760.0,-115.0,89.41
"nestle fruita vitals sparkling apple juice can, 250ml",Naheed (Karachi),145.0,Metro (Lahore),nestle fruita vitals sparkling apple 250ml,140.0,-5.0,89.36
"nestle fruita vitals sparkling apple juice can, 250ml",Naheed (Karachi),145.0,Metro (Karachi),nestle fruita vitals sparkling apple 250ml,140.0,-5.0,89.36
"kryolan tv paint stick, 3w",Naheed (Karachi),5600.0,AlFatah (Faisalabad),kryolan tv stick-3w pc,4121.0,-1479.0,89.36
"flormar bronzing powder, 009 sun goddess, 11g",Naheed (Karachi),1988.0,AlFatah (Faisalabad),flormar bronzing powdr bzpw np-009 sun goddess 11gm,1656.0,-332.0,89.36
"knorr chicken stock powder, 1 kg",Naheed (Karachi),2199.0,Metro (Lahore),knorr chicken powder 1 kg,1236.44,-962.56,89.29
sufi plain paratha 5's 400gm,Naheed (Karachi),195.0,Metro (Islamabad/Rawalpindi),sufi plain paratha 5 pc 400g,245.0,50.0,89.29
"knorr chicken stock powder, 1 kg",Naheed (Karachi),2199.0,Metro (Islamabad/Rawalpindi),knorr chicken powder 1 kg,1236.44,-962.56,89.29
"knorr chicken stock powder, 1 kg",Naheed (Karachi),2199.0,Metro (Karachi),knorr chicken powder 1 kg,1236.44,-962.56,89.29
sufi plain paratha 5's 400gm,Naheed (Karachi),195.0,Metro (Lahore),sufi plain paratha 5 pc 400g,245.0,50.0,89.29
sufi plain paratha 5's 400gm,Naheed (Karachi),195.0,Metro (Karachi),sufi plain paratha 5 pc 400g,245.0,50.0,89.29
"maybelline new york lifter glaze oil balm, 006 caramel glow, 2.8g",Naheed (Karachi),2499.0,AlFatah (Faisalabad),maybelline lifter glaze lip oil balm 006 caramel glow 2.8g,1749.0,-750.0,89.26
"maybelline new york lifter glaze oil balm, 005 peach quench, 2.8g",Naheed (Karachi),2499.0,AlFatah (Faisalabad),maybelline lifter glaze lip oil balm 005 peach quench 2.8g,1749.0,-750.0,89.26
"shan ginger garlic paste, bottle 700g",Naheed (Karachi),1000.0,Imtiaz (Karachi),shan paste ginger garlic 700g,895.0,-105.0,89.23
"young's mayo red chilli sauce, 500ml",Naheed (Karachi),550.0,Metro (Lahore),young mayonnaise red chilli sauce 500ml,419.49,-130.51,89.19
shan khushbudar lehsan powder 50gm,Naheed (Karachi),145.0,Imtiaz (Karachi),shan spices khushbudar lehsan powder 50g,125.0,-20.0,89.19
shan teekhi kali mirch powder 50gm,Naheed (Karachi),310.0,Imtiaz (Karachi),shan spices teekhi kali mirch powder 50g,282.0,-28.0,89.19
"cherry blossom sponge shoe shiner, neutral",Naheed (Karachi),330.0,Metro (Karachi),cherry blossom shoe shiner sponge,194.61,-135.39,89.19
"young's mayo red chilli sauce, 500ml",Naheed (Karachi),550.0,Metro (Islamabad/Rawalpindi),young mayonnaise red chilli sauce 500ml,419.49,-130.51,89.19
"cherry blossom sponge shoe shiner, neutral",Naheed (Karachi),330.0,Metro (Lahore),cherry blossom shoe shiner sponge,194.61,-135.39,89.19
"cherry blossom sponge shoe shiner, neutral",Naheed (Karachi),330.0,Metro (Islamabad/Rawalpindi),cherry blossom shoe shiner sponge,194.61,-135.39,89.19
yuppies glo-king liquid shoe polish black 75ml,Naheed (Karachi),650.0,Imtiaz (Karachi),yuppies liquid shoe polish 75ml black,537.0,-113.0,89.16
"palmolive silky straight keratin shampoo, 180ml",Naheed (Karachi),400.0,Metro (Islamabad/Rawalpindi),palmolive natural shampoo silky straight 180ml,247.66,-152.34,89.13
"palmolive silky straight keratin shampoo, 180ml",Naheed (Karachi),400.0,Metro (Lahore),palmolive natural shampoo silky straight 180ml,248.66,-151.34,89.13
"palmolive silky straight keratin shampoo, 180ml",Naheed (Karachi),400.0,Metro (Karachi),palmolive natural shampoo silky straight 180ml,263.84,-136.16000000000003,89.13
"emborg whipped cream, 250g",Naheed (Karachi),1650.0,AlFatah (Faisalabad),emborg whipped cream 250 gm pc,1595.0,-55.0,88.89
"sensodyne gum care tooth brush extra, soft",Naheed (Karachi),166.0,Metro (Islamabad/Rawalpindi),sensodyne gumcare extra soft tooth brush,156.01,-9.990000000000009,88.89
"lay's yogurt & herb chips, 45g",Naheed (Karachi),70.0,AlFatah (Faisalabad),lays yougrt & herb chips 45 gm,70.0,0.0,88.89
"shangrila bbq sauce pouch, 400g",Naheed (Karachi),260.0,Metro (Islamabad/Rawalpindi),shangrila bbq sauce 400g,245.76,-14.240000000000009,88.89
pantene pro-v milky extra treatment shampoo 1000ml,Naheed (Karachi),1950.0,Metro (Islamabad/Rawalpindi),pantene shampoo milky extra treatment 1l,1172.54,-777.46,88.89
salmans mixed fruit jam 450g,Naheed (Karachi),415.0,Metro (Islamabad/Rawalpindi),salman mix fruit jam 450 gm,216.1,-198.9,88.89
"tang orange tub, 750g",Naheed (Karachi),830.0,Metro (Lahore),tang orange 750g,508.481,-321.519,88.89
"tang orange tub, 750g",Naheed (Karachi),830.0,Metro (Karachi),tang orange 750g,508.481,-321.519,88.89
"enchanteur charming talcum powder, 125g",Naheed (Karachi),550.0,Metro (Karachi),enchanteur charming talcome powder,857.0,307.0,88.89
"menu chicken kachori, 480g",Naheed (Karachi),632.0,Metro (Lahore),menu chicken kachori,900.0,268.0,88.89
national garam masala powder 50gm,Naheed (Karachi),325.0,Imtiaz (Karachi),national spices garam masala powder 50g,259.0,-66.0,88.89
"menu chicken kachori, 480g",Naheed (Karachi),632.0,Metro (Karachi),menu chicken kachori,900.0,268.0,88.89
"shield evenflo silicone nipple, 2-pack, regular, 6m+",Naheed (Karachi),100.0,Imtiaz (Karachi),shield silicone nipple evenflo regular 2's,70.0,-30.0,88.89
"shangrila bbq sauce pouch, 400g",Naheed (Karachi),260.0,Metro (Lahore),shangrila bbq sauce 400g,245.76,-14.240000000000009,88.89
"menu chicken kachori, 480g",Naheed (Karachi),632.0,Metro (Islamabad/Rawalpindi),menu chicken kachori,900.0,268.0,88.89
"italiano lychee flavor basil seed drink, 290ml",Naheed (Karachi),150.0,AlFatah (Faisalabad),italiano basil seed drink peach flavor 290 ml,125.0,-25.0,88.89
"malka red chilli powder, 100g",Naheed (Karachi),158.0,Metro (Lahore),ok red chilli powder 100gm,117.8,-40.2,88.89
"shangrila bbq sauce pouch, 400g",Naheed (Karachi),260.0,Metro (Karachi),shangrila bbq sauce 400g,245.76,-14.240000000000009,88.89
"malka red chilli powder, 100g",Naheed (Karachi),158.0,Metro (Karachi),ok red chilli powder 100gm,117.8,-40.2,88.89
"kryolan tv paint stick, 2w",Naheed (Karachi),5600.0,AlFatah (Faisalabad),kryolan tv paint stick w2 25g,4121.0,-1479.0,88.89
"sensodyne gum care tooth brush extra, soft",Naheed (Karachi),166.0,Metro (Lahore),sensodyne gumcare extra soft tooth brush,156.01,-9.990000000000009,88.89
"tang orange tub, 750g",Naheed (Karachi),830.0,Metro (Islamabad/Rawalpindi),tang orange 750g,508.481,-321.519,88.89
pantene pro-v milky extra treatment shampoo 1000ml,Naheed (Karachi),1950.0,Metro (Karachi),pantene shampoo milky extra treatment 1l,1627.78,-322.22,88.89
"cherry blossom dark tan shoe polish, 42ml",Naheed (Karachi),650.0,Imtiaz (Karachi),cherry shoe polish 42ml dark tan,575.0,-75.0,88.89
